,date,Class,Polarity,Subjectivity
660,2016-06-06,positive,0.25,0.853
661,2016-06-06,neutral,0.0,1.0
662,2016-06-07,positive,0.4404,0.906
663,2016-06-07,positive,0.3818,0.764
664,2016-06-08,positive,0.4019,0.909
665,2016-06-08,neutral,0.0,1.0
666,2016-06-09,negative,-0.5423,0.749
667,2016-06-09,positive,0.4019,0.903
668,2016-06-10,neutral,0.0,1.0
669,2016-06-10,negative,-0.1027,0.827
670,2016-06-11,positive,0.3167,0.745
671,2016-06-11,neutral,0.0,1.0
672,2016-06-12,negative,-0.5719,0.708
673,2016-06-12,negative,-0.6369,0.816
674,2016-06-13,positive,0.0772,0.806
675,2016-06-13,negative,-0.5423,0.753
676,2016-06-14,positive,0.5106,0.898
677,2016-06-14,positive,0.0258,0.954
678,2016-06-15,positive,0.1027,0.758
679,2016-06-15,positive,0.836,0.681
680,2016-06-16,positive,0.34,0.607
681,2016-06-16,positive,0.2732,0.712
682,2016-06-17,positive,0.5499,0.822
683,2016-06-17,positive,0.5423,0.662
684,2016-06-18,negative,-0.1531,0.718
685,2016-06-18,positive,0.0772,0.947
686,2016-06-19,positive,0.7817,0.713
687,2016-06-19,negative,-0.2732,0.767
688,2016-06-20,neutral,0.0,1.0
689,2016-06-20,negative,-0.9153,0.584
690,2016-06-21,negative,-0.4019,0.891
691,2016-06-21,positive,0.3182,0.901
692,2016-06-22,negative,-0.6369,0.758
693,2016-06-22,negative,-0.34,0.846
694,2016-06-23,negative,-0.4404,0.884
695,2016-06-23,negative,-0.4404,0.884
696,2016-06-24,neutral,0.0,1.0
697,2016-06-24,negative,-0.5656,0.799
698,2016-06-25,negative,-0.8779,0.525
699,2016-06-25,positive,0.128,0.783
700,2016-06-26,negative,-0.128,0.743
701,2016-06-26,positive,0.743,0.683
702,2016-06-27,positive,0.5986,0.662
703,2016-06-27,positive,0.6835,0.633
704,2016-06-28,neutral,0.0,1.0
705,2016-06-28,negative,-0.5574,0.874
706,2016-06-29,positive,0.6908,0.814
707,2016-06-29,neutral,0.0,1.0
708,2016-06-30,positive,0.34,0.909
709,2016-06-30,neutral,0.0,1.0
710,2016-07-01,neutral,0.0,1.0
711,2016-07-01,neutral,0.0,1.0
712,2016-07-02,negative,-0.5719,0.85
713,2016-07-02,negative,-0.0772,0.944
714,2016-07-03,positive,0.2617,0.921
715,2016-07-03,positive,0.2617,0.918
716,2016-07-04,neutral,0.0,1.0
717,2016-07-04,neutral,0.0,1.0
718,2016-07-05,positive,0.5423,0.863
719,2016-07-05,neutral,0.0,1.0
720,2016-07-06,positive,0.5719,0.81
721,2016-07-06,negative,-0.1531,0.782
722,2016-07-07,positive,0.2263,0.927
723,2016-07-07,positive,0.4588,0.893
724,2016-07-08,neutral,0.0,1.0
725,2016-07-08,positive,0.3182,0.913
726,2016-07-09,positive,0.8176,0.725
727,2016-07-09,positive,0.4939,0.873
728,2016-07-10,neutral,0.0,1.0
729,2016-07-10,neutral,0.0,1.0
730,2016-07-11,positive,0.6124,0.844
731,2016-07-11,negative,-0.1779,0.737
732,2016-07-12,negative,-0.5106,0.781
733,2016-07-12,neutral,0.0,1.0
734,2016-07-13,positive,0.1027,0.843
735,2016-07-13,positive,0.1027,0.938
736,2016-07-14,negative,-0.8126,0.588
737,2016-07-14,negative,-0.4019,0.824
738,2016-07-15,positive,0.3612,0.915
739,2016-07-15,positive,0.3612,0.912
740,2016-07-16,positive,0.7717,0.708
741,2016-07-16,negative,-0.3384,0.866
742,2016-07-17,positive,0.25,0.804
743,2016-07-17,negative,-0.4939,0.887
744,2016-07-18,neutral,0.0,1.0
745,2016-07-18,negative,-0.4767,0.881
746,2016-07-19,negative,-0.5106,0.898
747,2016-07-19,neutral,0.0,1.0
748,2016-07-20,positive,0.6597,0.779
749,2016-07-20,neutral,0.0,1.0
750,2016-07-21,positive,0.3182,0.913
751,2016-07-21,neutral,0.0,1.0
752,2016-07-22,positive,0.4767,0.837
753,2016-07-22,negative,-0.3182,0.897
754,2016-07-23,negative,-0.4215,0.737
755,2016-07-23,negative,-0.7783,0.729
756,2016-07-24,negative,-0.0772,0.676
757,2016-07-24,negative,-0.25,0.885
758,2016-07-25,neutral,0.0,1.0
759,2016-07-25,positive,0.1027,0.94
760,2016-07-26,negative,-0.296,0.854
761,2016-07-26,positive,0.2023,0.917
762,2016-07-27,positive,0.5423,0.726
763,2016-07-27,positive,0.2732,0.916
764,2016-07-28,positive,0.4215,0.743
765,2016-07-28,positive,0.836,0.729
766,2016-07-29,negative,-0.8176,0.754
767,2016-07-29,negative,-0.5106,0.781
768,2016-07-30,positive,0.4215,0.899
769,2016-07-30,positive,0.3182,0.858
770,2016-07-31,positive,0.1926,0.929
771,2016-07-31,positive,0.3716,0.866
772,2016-08-01,positive,0.5719,0.872
773,2016-08-01,positive,0.4939,0.901
774,2016-08-02,negative,-0.7506,0.72
775,2016-08-02,negative,-0.6249,0.721
776,2016-08-03,negative,-0.0772,0.804
777,2016-08-03,negative,-0.0772,0.902
778,2016-08-04,positive,0.3182,0.924
779,2016-08-04,neutral,0.0,1.0
780,2016-08-05,negative,-0.7096,0.841
781,2016-08-05,negative,-0.7096,0.824
782,2016-08-06,negative,-0.4767,0.909
783,2016-08-06,negative,-0.296,0.652
784,2016-08-07,negative,-0.2755,0.883
785,2016-08-07,negative,-0.2755,0.74
786,2016-08-08,positive,0.2732,0.82
787,2016-08-08,negative,-0.296,0.916
788,2016-08-09,neutral,0.0,1.0
789,2016-08-09,neutral,0.0,1.0
790,2016-08-10,negative,-0.5267,0.843
791,2016-08-10,positive,0.4215,0.833
792,2016-08-11,negative,-0.2023,0.777
793,2016-08-11,neutral,0.0,1.0
794,2016-08-12,positive,0.5719,0.871
795,2016-08-12,positive,0.5719,0.856
796,2016-08-13,positive,0.4019,0.899
797,2016-08-13,positive,0.4019,0.886
798,2016-08-14,positive,0.4939,0.878
799,2016-08-14,positive,0.7096,0.789
800,2016-08-15,negative,-0.6249,0.757
801,2016-08-15,negative,-0.1027,0.938
802,2016-08-16,negative,-0.0258,0.819
803,2016-08-16,positive,0.5719,0.842
804,2016-08-17,positive,0.4019,0.876
805,2016-08-17,negative,-0.4767,0.853
806,2016-08-18,positive,0.2263,0.601
807,2016-08-18,negative,-0.3182,0.508
808,2016-08-19,negative,-0.6573,0.804
809,2016-08-19,positive,0.7684,0.796
810,2016-08-20,positive,0.4215,0.891
811,2016-08-20,positive,0.1779,0.925
812,2016-08-21,positive,0.1779,0.925
813,2016-08-21,positive,0.1531,0.745
814,2016-08-22,positive,0.6124,0.815
815,2016-08-22,neutral,0.0,1.0
816,2016-08-23,negative,-0.1027,0.94
817,2016-08-23,positive,0.4939,0.846
818,2016-08-24,positive,0.1531,0.841
819,2016-08-24,positive,0.4939,0.84
820,2016-08-25,positive,0.5267,0.81
821,2016-08-25,positive,0.2023,0.882
822,2016-08-26,neutral,0.0,1.0
823,2016-08-26,positive,0.5983,0.731
824,2016-08-27,neutral,0.0,1.0
825,2016-08-27,positive,0.6908,0.836
826,2016-08-28,positive,0.4588,0.875
827,2016-08-28,neutral,0.0,1.0
828,2016-08-29,negative,-0.2263,0.894
829,2016-08-29,positive,0.0258,0.952
830,2016-08-30,negative,-0.1027,0.952
831,2016-08-30,positive,0.296,0.934
832,2016-08-31,negative,-0.0772,0.818
833,2016-08-31,positive,0.6369,0.724
834,2016-09-01,positive,0.6369,0.794
835,2016-09-01,positive,0.5267,0.855
836,2016-09-02,neutral,0.0,1.0
837,2016-09-02,neutral,0.0,1.0
838,2016-09-03,negative,-0.7906,0.66
839,2016-09-03,positive,0.5574,0.752
840,2016-09-04,negative,-0.4588,0.9
841,2016-09-04,negative,-0.6486,0.731
842,2016-09-05,neutral,0.0,0.849
843,2016-09-05,neutral,0.0,1.0
844,2016-09-06,positive,0.7424,0.769
845,2016-09-06,negative,-0.4404,0.888
846,2016-09-07,positive,0.5719,0.871
847,2016-09-07,positive,0.6705,0.814
848,2016-09-08,negative,-0.1531,0.822
849,2016-09-08,positive,0.743,0.582
850,2016-09-09,negative,-0.128,0.774
851,2016-09-09,positive,0.4404,0.87
852,2016-09-10,negative,-0.3612,0.803
853,2016-09-10,negative,-0.0258,0.638
854,2016-09-11,negative,-0.7672,0.783
855,2016-09-11,negative,-0.7672,0.79
856,2016-09-12,positive,0.4404,0.769
857,2016-09-12,negative,-0.5574,0.699
858,2016-09-13,positive,0.4019,0.909
859,2016-09-13,positive,0.5859,0.719
860,2016-09-14,neutral,0.0,1.0
861,2016-09-14,positive,0.3182,0.916
862,2016-09-15,neutral,0.0,1.0
863,2016-09-15,positive,0.6249,0.812
864,2016-09-16,negative,-0.128,0.841
865,2016-09-16,positive,0.5267,0.855
866,2016-09-17,positive,0.0772,0.775
867,2016-09-17,positive,0.3182,0.905
868,2016-09-18,positive,0.3818,0.902
869,2016-09-18,positive,0.8271,0.674
870,2016-09-19,neutral,0.0,1.0
871,2016-09-19,positive,0.4019,0.895
872,2016-09-20,positive,0.0516,0.845
873,2016-09-20,negative,-0.6486,0.863
874,2016-09-21,negative,-0.6808,0.571
875,2016-09-21,positive,0.2732,0.916
876,2016-09-22,negative,-0.4767,0.903
877,2016-09-22,negative,-0.631,0.862
878,2016-09-23,negative,-0.802,0.737
879,2016-09-23,negative,-0.1759,0.937
880,2016-09-24,positive,0.1027,0.801
881,2016-09-24,positive,0.1027,0.795
882,2016-09-25,neutral,0.0,0.804
883,2016-09-25,neutral,0.0,0.804
884,2016-09-26,negative,-0.1027,0.943
885,2016-09-26,neutral,0.0,1.0
886,2016-09-27,negative,-0.2732,0.876
887,2016-09-27,negative,-0.1531,0.935
888,2016-09-28,negative,-0.3071,0.861
889,2016-09-28,positive,0.3612,0.714
890,2016-09-29,negative,-0.5423,0.8
891,2016-09-29,positive,0.3182,0.901
892,2016-09-30,positive,0.1779,0.934
893,2016-09-30,positive,0.1779,0.945
894,2016-10-01,positive,0.7783,0.805
895,2016-10-01,positive,0.3818,0.925
896,2016-10-02,positive,0.2263,0.929
897,2016-10-02,positive,0.2263,0.932
898,2016-10-03,positive,0.296,0.752
899,2016-10-03,positive,0.4833,0.638
900,2016-10-04,positive,0.5766,0.816
901,2016-10-04,positive,0.296,0.929
902,2016-10-05,neutral,0.0,1.0
903,2016-10-05,negative,-0.4767,0.9
904,2016-10-06,positive,0.8225,0.744
905,2016-10-06,negative,-0.1027,0.702
906,2016-10-07,positive,0.3818,0.92
907,2016-10-07,positive,0.7178,0.8
908,2016-10-08,positive,0.5574,0.82
909,2016-10-08,positive,0.4215,0.896
910,2016-10-09,negative,-0.34,0.924
911,2016-10-09,negative,-0.34,0.924
912,2016-10-10,negative,-0.25,0.753
913,2016-10-10,negative,-0.1027,0.952
914,2016-10-11,neutral,0.0,1.0
915,2016-10-11,positive,0.5106,0.852
916,2016-10-12,neutral,0.0,1.0
917,2016-10-12,negative,-0.0516,0.839
918,2016-10-13,negative,-0.296,0.845
919,2016-10-13,negative,-0.7184,0.806
920,2016-10-14,negative,-0.1531,0.767
921,2016-10-14,positive,0.1027,0.733
922,2016-10-15,negative,-0.6597,0.839
923,2016-10-15,negative,-0.6597,0.85
924,2016-10-16,positive,0.8658,0.619
925,2016-10-16,positive,0.7783,0.714
926,2016-10-17,positive,0.5994,0.809
927,2016-10-17,positive,0.34,0.876
928,2016-10-18,positive,0.296,0.901
929,2016-10-18,positive,0.3818,0.88
930,2016-10-19,neutral,0.0,1.0
931,2016-10-19,neutral,0.0,1.0
932,2016-10-20,positive,0.5994,0.862
933,2016-10-20,positive,0.1779,0.939
934,2016-10-21,positive,0.6808,0.804
935,2016-10-21,positive,0.6808,0.789
936,2016-10-22,positive,0.6369,0.78
937,2016-10-22,positive,0.6369,0.78
938,2016-10-23,positive,0.4019,0.828
939,2016-10-23,positive,0.4019,0.828
940,2016-10-24,positive,0.2732,0.923
941,2016-10-24,positive,0.2732,0.925
942,2016-10-25,neutral,0.0,1.0
943,2016-10-25,neutral,0.0,1.0
944,2016-10-26,positive,0.4404,0.879
945,2016-10-26,positive,0.802,0.709
946,2016-10-27,negative,-0.5994,0.855
947,2016-10-27,negative,-0.5994,0.86
948,2016-10-28,neutral,0.0,1.0
949,2016-10-28,negative,-0.1531,0.795
950,2016-10-29,positive,0.4019,0.895
951,2016-10-29,positive,0.4019,0.876
952,2016-10-30,negative,-0.6908,0.711
953,2016-10-30,negative,-0.6908,0.759
954,2016-10-31,negative,-0.0772,0.65
955,2016-10-31,positive,0.4019,0.764
956,2016-11-01,negative,-0.6808,0.845
957,2016-11-01,negative,-0.6808,0.833
958,2016-11-02,positive,0.296,0.864
959,2016-11-02,positive,0.7096,0.743
960,2016-11-03,positive,0.34,0.906
961,2016-11-03,neutral,0.0,1.0
962,2016-11-04,positive,0.128,0.692
963,2016-11-04,negative,-0.3597,0.726
964,2016-11-05,neutral,0.0,1.0
965,2016-11-05,neutral,0.0,1.0
966,2016-11-06,neutral,0.0,1.0
967,2016-11-06,neutral,0.0,1.0
968,2016-11-07,negative,-0.2732,0.831
969,2016-11-07,negative,-0.2732,0.831
970,2016-11-08,positive,0.34,0.897
971,2016-11-08,positive,0.34,0.897
972,2016-11-09,negative,-0.3818,0.885
973,2016-11-09,negative,-0.3818,0.894
974,2016-11-10,positive,0.3818,0.909
975,2016-11-10,positive,0.7096,0.796
976,2016-11-11,positive,0.296,0.69
977,2016-11-11,negative,-0.5984,0.87
978,2016-11-12,positive,0.2732,0.923
979,2016-11-12,negative,-0.1531,0.693
980,2016-11-13,positive,0.7096,0.761
981,2016-11-13,positive,0.7096,0.635
982,2016-11-14,negative,-0.1027,0.945
983,2016-11-14,negative,-0.4019,0.813
984,2016-11-15,positive,0.8779,0.675
985,2016-11-15,neutral,0.0,1.0
986,2016-11-16,positive,0.4404,0.888
987,2016-11-16,positive,0.5423,0.863
988,2016-11-17,positive,0.6444,0.752
989,2016-11-17,positive,0.7845,0.723
990,2016-11-18,positive,0.5563,0.566
991,2016-11-18,neutral,0.0,1.0
992,2016-11-19,positive,0.1027,0.94
993,2016-11-19,negative,-0.8591,0.535
994,2016-11-20,negative,-0.4019,0.512
995,2016-11-20,positive,0.802,0.594
996,2016-11-21,positive,0.8225,0.652
997,2016-11-21,positive,0.6808,0.629
998,2016-11-22,positive,0.5719,0.824
999,2016-11-22,positive,0.1779,0.925
1000,2016-11-23,neutral,0.0,1.0
1001,2016-11-23,positive,0.296,0.891
1002,2016-11-24,positive,0.4019,0.895
1003,2016-11-24,negative,-0.4939,0.846
1004,2016-11-25,negative,-0.3182,0.816
1005,2016-11-25,negative,-0.3182,0.809
1006,2016-11-26,positive,0.34,0.888
1007,2016-11-26,positive,0.25,0.87
1008,2016-11-27,positive,0.743,0.733
1009,2016-11-27,positive,0.5994,0.741
1010,2016-11-28,positive,0.3612,0.712
1011,2016-11-28,negative,-0.1779,0.787
1012,2016-11-29,positive,0.4939,0.906
1013,2016-11-29,neutral,0.0,1.0
1014,2016-11-30,positive,0.1531,0.868
1015,2016-11-30,neutral,0.0,1.0
1016,2016-12-01,negative,-0.0258,0.807
1017,2016-12-01,negative,-0.2263,0.757
1018,2016-12-02,positive,0.6369,0.802
1019,2016-12-02,positive,0.6486,0.753
1020,2016-12-03,negative,-0.0772,0.936
1021,2016-12-03,negative,-0.296,0.891
1022,2016-12-04,negative,-0.4019,0.844
1023,2016-12-04,positive,0.802,0.651
1024,2016-12-05,negative,-0.0772,0.933
1025,2016-12-05,positive,0.8271,0.707
1026,2016-12-06,positive,0.3612,0.902
1027,2016-12-06,negative,-0.5719,0.899
1028,2016-12-07,positive,0.7717,0.796
1029,2016-12-07,positive,0.6705,0.8
1030,2016-12-08,positive,0.5719,0.824
1031,2016-12-08,positive,0.5106,0.898
1032,2016-12-09,positive,0.6693,0.684
1033,2016-12-09,negative,-0.7456,0.791
1034,2016-12-10,neutral,0.0,1.0
1035,2016-12-10,positive,0.7227,0.81
1036,2016-12-11,positive,0.2263,0.921
1037,2016-12-11,positive,0.7906,0.724
1038,2016-12-12,negative,-0.4215,0.865
1039,2016-12-12,negative,-0.4215,0.891
1040,2016-12-13,positive,0.9118,0.625
1041,2016-12-13,negative,-0.4767,0.794
1042,2016-12-14,positive,0.5106,0.858
1043,2016-12-14,positive,0.6808,0.797
1044,2016-12-15,neutral,0.0,1.0
1045,2016-12-15,negative,-0.128,0.883
1046,2016-12-16,negative,-0.7717,0.627
1047,2016-12-16,negative,-0.7003,0.565
1048,2016-12-17,positive,0.5106,0.858
1049,2016-12-17,positive,0.8442,0.698
1050,2016-12-18,positive,0.6705,0.807
1051,2016-12-18,positive,0.34,0.888
1052,2016-12-19,negative,-0.4767,0.871
1053,2016-12-19,negative,-0.4767,0.886
1054,2016-12-20,neutral,0.0,1.0
1055,2016-12-20,neutral,0.0,1.0
1056,2016-12-21,negative,-0.7096,0.789
1057,2016-12-21,negative,-0.4767,0.694
1058,2016-12-22,negative,-0.1779,0.885
1059,2016-12-22,negative,-0.6124,0.844
1060,2016-12-23,negative,-0.7003,0.818
1061,2016-12-23,positive,0.5859,0.823
1062,2016-12-24,positive,0.8316,0.631
1063,2016-12-24,positive,0.296,0.826
1064,2016-12-25,negative,-0.3182,0.741
1065,2016-12-25,positive,0.6908,0.652
1066,2016-12-26,positive,0.0772,0.712
1067,2016-12-26,positive,0.128,0.831
1068,2016-12-27,negative,-0.3818,0.915
1069,2016-12-27,negative,-0.2023,0.819
1070,2016-12-28,positive,0.6249,0.836
1071,2016-12-28,positive,0.3818,0.743
1072,2016-12-29,positive,0.4019,0.926
1073,2016-12-29,neutral,0.0,1.0
1074,2016-12-30,neutral,0.0,1.0
1075,2016-12-30,neutral,0.0,1.0
1076,2016-12-31,positive,0.34,0.915
1077,2016-12-31,neutral,0.0,1.0
1078,2017-01-01,negative,-0.1027,0.698
1079,2017-01-01,negative,-0.1779,0.809
1080,2017-01-02,positive,0.4019,0.903
1081,2017-01-02,neutral,0.0,1.0
1082,2017-01-03,positive,0.6369,0.776
1083,2017-01-03,positive,0.34,0.728
1084,2017-01-04,positive,0.3818,0.679
1085,2017-01-04,positive,0.6369,0.608
1086,2017-01-05,negative,-0.4588,0.784
1087,2017-01-05,positive,0.0258,0.669
1088,2017-01-06,positive,0.3612,0.851
1089,2017-01-06,positive,0.1779,0.925
1090,2017-01-07,positive,0.6486,0.644
1091,2017-01-07,positive,0.0258,0.687
1092,2017-01-08,positive,0.7506,0.766
1093,2017-01-08,positive,0.4767,0.886
1094,2017-01-09,positive,0.3612,0.906
1095,2017-01-09,positive,0.3818,0.859
1096,2017-01-10,positive,0.5106,0.852
1097,2017-01-10,positive,0.5267,0.839
1098,2017-01-11,negative,-0.6037,0.83
1099,2017-01-11,negative,-0.1531,0.799
1100,2017-01-12,positive,0.3612,0.909
1101,2017-01-12,positive,0.5118,0.731
1102,2017-01-13,positive,0.3612,0.898
1103,2017-01-13,neutral,0.0,1.0
1104,2017-01-14,positive,0.4854,0.828
1105,2017-01-14,positive,0.3597,0.777
1106,2017-01-15,positive,0.0258,0.824
1107,2017-01-15,positive,0.2422,0.728
1108,2017-01-16,positive,0.25,0.885
1109,2017-01-16,positive,0.34,0.909
1110,2017-01-17,positive,0.7096,0.803
1111,2017-01-17,positive,0.7184,0.767
1112,2017-01-18,negative,-0.5423,0.873
1113,2017-01-18,neutral,0.0,1.0
1114,2017-01-19,neutral,0.0,1.0
1115,2017-01-19,neutral,0.0,1.0
1116,2017-01-20,negative,-0.1121,0.896
1117,2017-01-20,positive,0.0839,0.74
1118,2017-01-21,positive,0.743,0.785
1119,2017-01-21,positive,0.5106,0.875
1120,2017-01-22,positive,0.4939,0.788
1121,2017-01-22,positive,0.1531,0.847
1122,2017-01-23,positive,0.891,0.699
1123,2017-01-23,positive,0.9217,0.628
1124,2017-01-24,positive,0.6705,0.681
1125,2017-01-24,positive,0.2023,0.735
1126,2017-01-25,negative,-0.3818,0.915
1127,2017-01-25,negative,-0.3182,0.888
1128,2017-01-26,negative,-0.4767,0.903
1129,2017-01-26,negative,-0.4767,0.893
1130,2017-01-27,positive,0.7845,0.784
1131,2017-01-27,positive,0.296,0.765
1132,2017-01-28,positive,0.3182,0.769
1133,2017-01-28,neutral,0.0,1.0
1134,2017-01-29,negative,-0.8074,0.707
1135,2017-01-29,negative,-0.25,0.843
1136,2017-01-30,positive,0.0258,0.836
1137,2017-01-30,positive,0.2732,0.95
1138,2017-01-31,positive,0.4019,0.895
1139,2017-01-31,positive,0.296,0.932
1140,2017-02-01,positive,0.8271,0.788
1141,2017-02-01,positive,0.1027,0.947
1142,2017-02-02,positive,0.7289,0.79
1143,2017-02-02,positive,0.6623,0.795
1144,2017-02-03,positive,0.5574,0.785
1145,2017-02-03,negative,-0.2263,0.949
1146,2017-02-04,negative,-0.0258,0.852
1147,2017-02-04,positive,0.0772,0.777
1148,2017-02-05,neutral,0.0,0.799
1149,2017-02-05,positive,0.4939,0.719
1150,2017-02-06,neutral,0.0,1.0
1151,2017-02-06,positive,0.3612,0.906
1152,2017-02-07,positive,0.3612,0.644
1153,2017-02-07,positive,0.2732,0.9
1154,2017-02-08,positive,0.0258,0.819
1155,2017-02-08,positive,0.1341,0.818
1156,2017-02-09,negative,-0.5719,0.852
1157,2017-02-09,positive,0.0772,0.836
1158,2017-02-10,positive,0.8176,0.702
1159,2017-02-10,positive,0.4404,0.865
1160,2017-02-11,positive,0.3818,0.902
1161,2017-02-11,positive,0.6705,0.857
1162,2017-02-12,positive,0.2484,0.848
1163,2017-02-12,negative,-0.3818,0.826
1164,2017-02-13,positive,0.4215,0.912
1165,2017-02-13,positive,0.296,0.845
1166,2017-02-14,negative,-0.836,0.771
1167,2017-02-14,positive,0.9423,0.618
1168,2017-02-15,neutral,0.0,1.0
1169,2017-02-15,neutral,0.0,1.0
1170,2017-02-16,positive,0.7906,0.758
1171,2017-02-16,positive,0.6249,0.841
1172,2017-02-17,positive,0.6808,0.859
1173,2017-02-17,positive,0.5267,0.833
1174,2017-02-18,positive,0.34,0.82
1175,2017-02-18,positive,0.34,0.833
1176,2017-02-19,positive,0.3818,0.675
1177,2017-02-19,positive,0.7964,0.677
1178,2017-02-20,neutral,0.0,1.0
1179,2017-02-20,neutral,0.0,1.0
1180,2017-02-21,negative,-0.128,0.762
1181,2017-02-21,positive,0.7184,0.85
1182,2017-02-22,negative,-0.4404,0.903
1183,2017-02-22,positive,0.1027,0.965
1184,2017-02-23,positive,0.3182,0.776
1185,2017-02-23,positive,0.6124,0.76
1186,2017-02-24,neutral,0.0,1.0
1187,2017-02-24,positive,0.2732,0.943
1188,2017-02-25,positive,0.4404,0.923
1189,2017-02-25,neutral,0.0,1.0
1190,2017-02-26,positive,0.296,0.769
1191,2017-02-26,positive,0.6908,0.774
1192,2017-02-27,positive,0.2878,0.92
1193,2017-02-27,positive,0.6369,0.794
1194,2017-02-28,neutral,0.0,1.0
1195,2017-02-28,positive,0.296,0.939
1196,2017-03-01,negative,-0.6908,0.831
1197,2017-03-01,positive,0.0772,0.769
1198,2017-03-02,positive,0.1027,0.901
1199,2017-03-02,negative,-0.1027,0.963
1200,2017-03-03,negative,-0.3818,0.912
1201,2017-03-03,negative,-0.3818,0.915
1202,2017-03-04,negative,-0.6124,0.848
1203,2017-03-04,negative,-0.6124,0.844
1204,2017-03-05,negative,-0.5267,0.833
1205,2017-03-05,positive,0.4215,0.769
1206,2017-03-06,negative,-0.3818,0.92
1207,2017-03-06,neutral,0.0,1.0
1208,2017-03-07,neutral,0.0,1.0
1209,2017-03-07,neutral,0.0,1.0
1210,2017-03-08,negative,-0.296,0.787
1211,2017-03-08,negative,-0.296,0.724
1212,2017-03-09,negative,-0.4588,0.837
1213,2017-03-09,negative,-0.7236,0.856
1214,2017-03-10,negative,-0.4939,0.887
1215,2017-03-10,positive,0.6369,0.822
1216,2017-03-11,negative,-0.6698,0.82
1217,2017-03-11,negative,-0.0428,0.76
1218,2017-03-12,negative,-0.34,0.912
1219,2017-03-12,negative,-0.34,0.902
1220,2017-03-13,positive,0.2023,0.943
1221,2017-03-13,negative,-0.5574,0.852
1222,2017-03-14,negative,-0.1531,0.867
1223,2017-03-14,neutral,0.0,1.0
1224,2017-03-15,positive,0.0505,0.741
1225,2017-03-15,negative,-0.1779,0.673
1226,2017-03-16,neutral,0.0,1.0
1227,2017-03-16,positive,0.34,0.902
1228,2017-03-17,neutral,0.0,1.0
1229,2017-03-17,neutral,0.0,1.0
1230,2017-03-18,negative,-0.4404,0.861
1231,2017-03-18,negative,-0.1027,0.828
1232,2017-03-19,positive,0.1531,0.667
1233,2017-03-19,positive,0.4767,0.746
1234,2017-03-20,positive,0.2263,0.934
1235,2017-03-20,negative,-0.1027,0.947
1236,2017-03-21,negative,-0.1027,0.96
1237,2017-03-21,negative,-0.5719,0.883
1238,2017-03-22,positive,0.5106,0.883
1239,2017-03-22,negative,-0.4404,0.884
1240,2017-03-23,negative,-0.6597,0.87
1241,2017-03-23,negative,-0.2023,0.714
1242,2017-03-24,positive,0.4588,0.892
1243,2017-03-24,positive,0.6486,0.741
